-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.53,-0.01,0.26,-35.26,-0.89,17.48
-0.53,-0.01,0.25,-35.26,-0.89,16.89
-0.54,-0.01,0.25,-35.85,-0.89,16.89
-0.53,0.01,0.27,-35.26,0.89,18.07
-0.52,-0.00,0.28,-34.67,-0.30,18.67
-0.53,-0.00,0.28,-35.26,-0.30,18.67
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.54,-0.01,0.25,-35.85,-0.89,16.89
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.52,-0.00,0.27,-34.67,-0.30,18.07
-0.53,0.00,0.29,-35.26,0.30,19.26
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.53,-0.00,0.25,-35.26,-0.30,16.89
-0.54,-0.00,0.27,-35.85,-0.30,18.07
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.54,0.01,0.27,-35.85,0.89,18.07
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.54,-0.01,0.26,-35.85,-0.89,17.48
-0.53,-0.01,0.27,-35.26,-0.89,18.07
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.54,0.02,0.27,-35.85,1.48,18.07
-0.54,-0.00,0.26,-35.85,-0.30,17.48
-0.52,0.00,0.28,-34.67,0.30,18.67
-0.53,0.01,0.27,-35.26,0.89,18.07
-0.53,0.01,0.26,-35.26,0.89,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.01,0.26,-35.26,-0.89,17.48
-0.52,0.02,0.28,-34.67,1.48,18.67
-0.54,0.01,0.27,-35.85,0.89,18.07
-0.53,0.00,0.28,-35.26,0.30,18.67
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.54,-0.02,0.26,-35.85,-1.48,17.48
-0.54,-0.00,0.27,-35.85,-0.30,18.07
-0.54,-0.01,0.26,-35.85,-0.89,17.48
-0.53,-0.00,0.25,-35.26,-0.30,16.89
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.54,-0.01,0.25,-35.85,-0.89,16.89
-0.54,-0.00,0.27,-35.85,-0.30,18.07
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.54,0.01,0.26,-35.85,0.89,17.48
-0.52,0.01,0.27,-34.67,0.89,18.07
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.54,0.01,0.26,-35.85,0.89,17.48
-0.54,-0.00,0.26,-35.85,-0.30,17.48
-0.53,-0.01,0.25,-35.26,-0.89,16.89
-0.54,-0.01,0.26,-35.85,-0.89,17.48
-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.52,0.01,0.27,-34.67,0.89,18.07
-0.53,0.00,0.28,-35.26,0.30,18.67
-0.52,0.00,0.28,-34.67,0.30,18.67
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.01,0.25,-35.26,-0.89,16.89
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.52,-0.00,0.26,-34.67,-0.30,17.48
-0.53,0.01,0.28,-35.26,0.89,18.67
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.53,0.01,0.26,-35.26,0.89,17.48
-0.53,0.01,0.26,-35.26,0.89,17.48
-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.53,-0.01,0.25,-35.26,-0.89,16.89
-0.54,-0.00,0.25,-35.85,-0.30,16.89
-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.54,0.00,0.27,-35.85,0.30,18.07
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.52,0.00,0.26,-34.67,0.30,17.48
-0.54,-0.01,0.26,-35.85,-0.89,17.48
-0.53,-0.01,0.26,-35.26,-0.89,17.48
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.54,0.01,0.28,-35.85,0.89,18.67
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,0.01,0.28,-35.26,0.89,18.67
-0.53,0.01,0.28,-35.26,0.89,18.67
-0.54,0.00,0.28,-35.85,0.30,18.67
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.54,-0.01,0.25,-35.85,-0.89,16.89
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.52,0.00,0.26,-34.67,0.30,17.48
-0.53,0.02,0.27,-35.26,1.48,18.07
-0.53,0.01,0.28,-35.26,0.89,18.67
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.54,-0.00,0.25,-35.85,-0.30,16.89
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.54,-0.00,0.25,-35.85,-0.30,16.89
-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.52,0.00,0.26,-34.67,0.30,17.48
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,0.01,0.28,-35.26,0.89,18.67
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.53,-0.01,0.26,-35.26,-0.89,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.01,0.26,-35.26,-0.89,17.48
-0.54,-0.00,0.28,-35.85,-0.30,18.67
-0.53,0.01,0.27,-35.26,0.89,18.07
-0.52,0.00,0.27,-34.67,0.30,18.07
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.54,-0.01,0.27,-35.85,-0.89,18.07
-0.54,-0.01,0.25,-35.85,-0.89,16.89
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.53,0.01,0.27,-35.26,0.89,18.07
-0.52,0.00,0.27,-34.67,0.30,18.07
-0.52,0.00,0.26,-34.67,0.30,17.48
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.53,-0.01,0.26,-35.26,-0.89,17.48
-0.54,0.00,0.27,-35.85,0.30,18.07
-0.53,0.01,0.27,-35.26,0.89,18.07
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.54,-0.00,0.27,-35.85,-0.30,18.07
-0.53,0.01,0.26,-35.26,0.89,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.53,-0.01,0.27,-35.26,-0.89,18.07
-0.54,0.00,0.27,-35.85,0.30,18.07
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.53,0.01,0.27,-35.26,0.89,18.07
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.53,0.00,0.25,-35.26,0.30,16.89
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.54,-0.00,0.27,-35.85,-0.30,18.07
-0.54,-0.00,0.25,-35.85,-0.30,16.89
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.52,0.00,0.28,-34.67,0.30,18.67
-0.54,-0.00,0.28,-35.85,-0.30,18.67
-0.53,0.01,0.28,-35.26,0.89,18.67
-0.52,0.01,0.28,-34.67,0.89,18.67
-0.54,0.01,0.26,-35.85,0.89,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,0.00,0.26,-35.26,0.30,17.48
-0.53,0.01,0.27,-35.26,0.89,18.07
-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.52,-0.00,0.27,-34.67,-0.30,18.07
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.54,-0.01,0.26,-35.85,-0.89,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.00,0.25,-35.26,-0.30,16.89
-0.52,-0.00,0.26,-34.67,-0.30,17.48
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,0.00,0.27,-35.26,0.30,18.07
-0.54,0.00,0.27,-35.85,0.30,18.07
-0.53,-0.00,0.26,-35.26,-0.30,17.48
-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.54,-0.01,0.27,-35.85,-0.89,18.07
-0.53,-0.00,0.27,-35.26,-0.30,18.07
-0.54,0.00,0.26,-35.85,0.30,17.48
-0.53,0.01,0.28,-35.26,0.89,18.67
